PRICE,HIGHWAY_MPG,CITY_MPG,PEAK_RPM,HORSEPOWER,COMPRESSION_RATIO,STROKE,BORE,FUEL_SYSTEM,ENGINE_SIZE,NUM_OF_CYLINDERS,ENGINE_TYPE,CURB_WEIGHT,HEIGHT,WIDTH,LENGTH,WHEEL_BASE,ENGINE_LOCATION,DRIVE_WHEELS,BODY_STYLE,NUM_OF_DOORS,ASPIRATION,FUEL_TYPE,MAKE,NORMALIZED_LOSSES,SYMBOLING,AVG_MPG,POWER_TO_WEIGHT
14869.0,24,19,5000.0,145.0,7.0,3.86,3.59,SPDI,156,4,OHC,2921,50.2,66.3,173.2,95.9,FRONT,FWD,HATCHBACK,2.0,TURBO,GAS,MITSUBISHI,122.0,3,21.5,0.04964053406367682
14489.0,24,19,5000.0,145.0,7.0,3.86,3.59,SPDI,156,4,OHC,2926,50.2,66.3,173.2,95.9,FRONT,FWD,HATCHBACK,2.0,TURBO,GAS,MITSUBISHI,122.0,3,21.5,0.04955570745044429
6989.0,32,25,5000.0,88.0,8.5,3.46,3.35,2BBL,122,4,OHC,2365,51.6,65.4,172.4,96.3,FRONT,FWD,SEDAN,4.0,STD,GAS,MITSUBISHI,125.0,1,28.5,0.037209302325581395
8189.0,32,25,5000.0,88.0,8.5,3.46,3.35,2BBL,122,4,OHC,2405,51.6,65.4,172.4,96.3,FRONT,FWD,SEDAN,4.0,STD,GAS,MITSUBISHI,125.0,1,28.5,0.03659043659043659
9279.0,30,23,5500.0,116.0,7.5,3.46,3.17,SPDI,110,4,OHC,2403,51.6,65.4,172.4,96.3,FRONT,FWD,SEDAN,4.0,TURBO,GAS,MITSUBISHI,125.0,1,26.5,0.04827299209321681
9279.0,30,23,5500.0,116.0,7.5,3.46,3.17,SPDI,110,4,OHC,2403,51.6,65.4,172.4,96.3,FRONT,FWD,SEDAN,4.0,STD,GAS,MITSUBISHI,137.0,-1,26.5,0.04827299209321681
5499.0,37,31,5200.0,69.0,9.4,3.29,3.15,2BBL,97,4,OHC,1889,54.5,63.8,165.3,94.5,FRONT,FWD,SEDAN,2.0,STD,GAS,NISSAN,128.0,1,34.0,0.036527263102170464
7099.0,50,45,4800.0,55.0,21.9,3.47,2.99,IDI,103,4,OHC,2017,54.5,63.8,165.3,94.5,FRONT,FWD,SEDAN,2.0,STD,DIESEL,NISSAN,128.0,1,47.5,0.027268220128904314
6649.0,37,31,5200.0,69.0,9.4,3.29,3.15,2BBL,97,4,OHC,1918,54.5,63.8,165.3,94.5,FRONT,FWD,SEDAN,2.0,STD,GAS,NISSAN,128.0,1,34.0,0.03597497393117831
6849.0,37,31,5200.0,69.0,9.4,3.29,3.15,2BBL,97,4,OHC,1938,54.5,63.8,165.3,94.5,FRONT,FWD,SEDAN,4.0,STD,GAS,NISSAN,122.0,1,34.0,0.03560371517027864
7349.0,37,31,5200.0,69.0,9.4,3.29,3.15,2BBL,97,4,OHC,2024,53.5,63.8,170.2,94.5,FRONT,FWD,WAGON,4.0,STD,GAS,NISSAN,103.0,1,34.0,0.03409090909090909
7299.0,37,31,5200.0,69.0,9.4,3.29,3.15,2BBL,97,4,OHC,1951,54.5,63.8,165.3,94.5,FRONT,FWD,SEDAN,2.0,STD,GAS,NISSAN,128.0,1,34.0,0.035366478728856995
7799.0,37,31,5200.0,69.0,9.4,3.29,3.15,2BBL,97,4,OHC,2028,53.3,63.8,165.6,94.5,FRONT,FWD,HATCHBACK,2.0,STD,GAS,NISSAN,128.0,1,34.0,0.034023668639053255
7499.0,37,31,5200.0,69.0,9.4,3.29,3.15,2BBL,97,4,OHC,1971,54.5,63.8,165.3,94.5,FRONT,FWD,SEDAN,4.0,STD,GAS,NISSAN,122.0,1,34.0,0.0350076103500761
7999.0,37,31,5200.0,69.0,9.4,3.29,3.15,2BBL,97,4,OHC,2037,53.5,63.8,170.2,94.5,FRONT,FWD,WAGON,4.0,STD,GAS,NISSAN,103.0,1,34.0,0.033873343151693665
8249.0,37,31,5200.0,69.0,9.4,3.29,3.15,2BBL,97,4,OHC,2008,53.3,63.8,162.4,95.1,FRONT,FWD,HARDTOP,2.0,STD,GAS,NISSAN,168.0,2,34.0,0.03436254980079681
8949.0,34,27,5200.0,97.0,8.5,3.47,3.33,2BBL,120,4,OHC,2324,54.7,65.2,173.4,97.2,FRONT,FWD,HATCHBACK,4.0,STD,GAS,NISSAN,106.0,0,30.5,0.04173838209982788
9549.0,34,27,5200.0,97.0,8.5,3.47,3.33,2BBL,120,4,OHC,2302,54.7,65.2,173.4,97.2,FRONT,FWD,SEDAN,4.0,STD,GAS,NISSAN,106.0,0,30.5,0.0421372719374457
13499.0,22,17,5200.0,152.0,9.0,3.27,3.43,MPFI,181,6,OHCV,3095,55.1,66.5,181.7,100.4,FRONT,FWD,SEDAN,4.0,STD,GAS,NISSAN,128.0,0,19.5,0.04911147011308562
14399.0,22,17,5200.0,152.0,9.0,3.27,3.43,MPFI,181,6,OHCV,3296,56.1,66.5,184.6,100.4,FRONT,FWD,WAGON,4.0,STD,GAS,NISSAN,108.0,0,19.5,0.04611650485436893
13499.0,25,19,5200.0,152.0,9.0,3.27,3.43,MPFI,181,6,OHCV,3060,55.1,66.5,184.6,100.4,FRONT,FWD,SEDAN,4.0,STD,GAS,NISSAN,108.0,0,22.0,0.04967320261437908
17199.0,25,19,5200.0,160.0,9.0,3.27,3.43,MPFI,181,6,OHCV,3071,49.7,67.9,170.7,91.3,FRONT,RWD,HATCHBACK,2.0,STD,GAS,NISSAN,194.0,3,22.0,0.052100293064148484
19699.0,23,17,5200.0,200.0,7.8,3.27,3.43,MPFI,181,6,OHCV,3139,49.7,67.9,170.7,91.3,FRONT,RWD,HATCHBACK,2.0,TURBO,GAS,NISSAN,194.0,3,20.0,0.06371455877668047
18399.0,25,19,5200.0,160.0,9.0,3.27,3.43,MPFI,181,6,OHCV,3139,49.7,67.9,178.5,99.2,FRONT,RWD,HATCHBACK,2.0,STD,GAS,NISSAN,231.0,1,22.0,0.05097164702134438
11900.0,24,19,5000.0,97.0,8.4,3.19,3.46,MPFI,120,4,L,3020,56.7,68.4,186.7,107.9,FRONT,RWD,SEDAN,4.0,STD,GAS,PEUGOT,161.0,0,21.5,0.032119205298013244
13200.0,33,28,4150.0,95.0,21.0,3.52,3.7,IDI,152,4,L,3197,56.7,68.4,186.7,107.9,FRONT,RWD,SEDAN,4.0,TURBO,DIESEL,PEUGOT,161.0,0,30.5,0.029715358148264
12440.0,24,19,5000.0,97.0,8.4,3.19,3.46,MPFI,120,4,L,3230,58.7,68.4,198.9,114.2,FRONT,RWD,WAGON,4.0,STD,GAS,PEUGOT,122.0,0,21.5,0.030030959752321982
13860.0,25,25,4150.0,95.0,21.0,3.52,3.7,IDI,152,4,L,3430,58.7,68.4,198.9,114.2,FRONT,RWD,WAGON,4.0,TURBO,DIESEL,PEUGOT,122.0,0,25.0,0.027696793002915453
15580.0,24,19,5000.0,95.0,8.4,2.19,3.46,MPFI,120,4,L,3075,56.7,68.4,186.7,107.9,FRONT,RWD,SEDAN,4.0,STD,GAS,PEUGOT,161.0,0,21.5,0.030894308943089432
16900.0,33,28,4150.0,95.0,21.0,3.52,3.7,IDI,152,4,L,3252,56.7,68.4,186.7,107.9,FRONT,RWD,SEDAN,4.0,TURBO,DIESEL,PEUGOT,161.0,0,30.5,0.02921279212792128
16695.0,24,19,5000.0,95.0,8.4,2.19,3.46,MPFI,120,4,L,3285,56.7,68.4,198.9,114.2,FRONT,RWD,WAGON,4.0,STD,GAS,PEUGOT,122.0,0,21.5,0.0289193302891933
17075.0,25,25,4150.0,95.0,21.0,3.52,3.7,IDI,152,4,L,3485,58.7,68.4,198.9,114.2,FRONT,RWD,WAGON,4.0,TURBO,DIESEL,PEUGOT,122.0,0,25.0,0.027259684361549498
16630.0,24,19,5000.0,97.0,8.4,3.19,3.46,MPFI,120,4,L,3075,56.7,68.4,186.7,107.9,FRONT,RWD,SEDAN,4.0,STD,GAS,PEUGOT,161.0,0,21.5,0.031544715447154474
17950.0,33,28,4150.0,95.0,21.0,3.52,3.7,IDI,152,4,L,3252,56.7,68.4,186.7,107.9,FRONT,RWD,SEDAN,4.0,TURBO,DIESEL,PEUGOT,161.0,0,30.5,0.02921279212792128
18150.0,24,18,5600.0,142.0,7.0,3.21,3.61,MPFI,134,4,L,3130,56.0,68.3,186.7,108.0,FRONT,RWD,SEDAN,4.0,TURBO,GAS,PEUGOT,161.0,0,21.0,0.04536741214057508
5572.0,41,37,5500.0,68.0,9.4,3.23,2.97,2BBL,90,4,OHC,1918,50.8,63.8,157.3,93.7,FRONT,FWD,HATCHBACK,2.0,STD,GAS,PLYMOUTH,119.0,1,39.0,0.035453597497393116
